,Name,URL,Functional_Group,Popularity %,Short_Code,Duplicate,Duplicate Notes,Verified,Has_Calcification_Rates
1336,Massive coral,https://coralnet.ucsd.edu/label/5711/,Hard coral,64,MAC,False,,False,False
1337,Massive / Encrusting Coral,https://coralnet.ucsd.edu/label/3436/,Hard coral,0,MASENC,False,,False,False
1338,Massive  Hard  Coral,https://coralnet.ucsd.edu/label/3096/,Hard coral,57,MHC,True,Duplicate of Hard Coral (massive),False,False
1339,"Massive, Submassive, Encrusting: Colonies of",https://coralnet.ucsd.edu/label/1421/,Hard coral,38,MASE_VIS_I,False,,False,False
1340,"Massive, Submassive, Encrusting colonies of P",https://coralnet.ucsd.edu/label/1422/,Hard coral,55,MASE_INV_P,False,,False,False
1341,Massive/SubMassive/Encrusting: Montipora,https://coralnet.ucsd.edu/label/3729/,Hard coral,0,MASE_SM_Mo,False,,False,False
1342,Meandrina,https://coralnet.ucsd.edu/label/388/,Hard coral,64,MEAN,False,,False,True
1343,Meandrina braziliensis,https://coralnet.ucsd.edu/label/3245/,Hard coral,47,MEBR,False,,False,False
1344,Meandrina jacksoni,https://coralnet.ucsd.edu/label/2478/,Hard coral,49,MEANJ,False,,False,False
1345,Meandrina meandrites,https://coralnet.ucsd.edu/label/1183/,Hard coral,73,MM,False,,False,True
1346,Meandroid (brain) corals,https://coralnet.ucsd.edu/label/108/,Hard coral,62,Brain,False,,False,False
1347,menj,https://coralnet.ucsd.edu/label/3503/,Hard coral,0,1,False,,False,False
1348,menj 2,https://coralnet.ucsd.edu/label/3505/,Hard coral,0,m2,False,,False,False
1349,Merulina,https://coralnet.ucsd.edu/label/201/,Hard coral,77,Merulina,False,,True,True
1350,Merulina ampliata,https://coralnet.ucsd.edu/label/4488/,Hard coral,57,MERam,False,,False,False
1351,Merulina_encrusting,https://coralnet.ucsd.edu/label/5065/,Hard coral,42,meuenc,False,,False,False
1352,Merulina_foliose,https://coralnet.ucsd.edu/label/5066/,Hard coral,33,meufol,False,,False,False
1353,Merulina_laminar,https://coralnet.ucsd.edu/label/6961/,Hard coral,0,Mer_la,False,,False,False
1354,Merulina scabricula,https://coralnet.ucsd.edu/label/6538/,Hard coral,18,Merscabric,False,,False,False
1355,Merulinidae_encrusting,https://coralnet.ucsd.edu/label/4934/,Hard coral,50,merenc,False,,False,False
1356,Merulinidae_massive,https://coralnet.ucsd.edu/label/5064/,Hard coral,28,mermas,False,,False,False
1357,Micromussa,https://coralnet.ucsd.edu/label/3476/,Hard coral,36,Mcmsa,False,,False,False
1358,Micromussa amakusensis,https://coralnet.ucsd.edu/label/6501/,Hard coral,17,Micamakuse,False,,False,False
1359,Micromussa lordhowensis,https://coralnet.ucsd.edu/label/3517/,Hard coral,38,Micro_lhi,False,,False,False
1360,Millepora_branching_open,https://coralnet.ucsd.edu/label/6962/,Hard coral,23,Mil_b_o,False,,False,False
1361,Millepora_columnar,https://coralnet.ucsd.edu/label/6963/,Hard coral,0,Mil_col,False,,False,False
1362,Millepora platyphylla,https://coralnet.ucsd.edu/label/6221/,Hard coral,52,MilPla,False,,False,False
1363,Millepora sp. - Dead,https://coralnet.ucsd.edu/label/6719/,Hard coral,38,CD-MIL,False,,False,False
1364,Millepora sp. - Intermediate bleaching,https://coralnet.ucsd.edu/label/6656/,Hard coral,21,CI-MIL,False,,False,False
1365,Millepora spp.,https://coralnet.ucsd.edu/label/1976/,Hard coral,70,Mil_spp,True,Duplicate of Millepora,False,False
1366,Millepora spp. - Bleached,https://coralnet.ucsd.edu/label/6677/,Hard coral,25,CB-MIL,False,,False,False
1367,Montastraea,https://coralnet.ucsd.edu/label/69/,Hard coral,77,Montastr,False,,True,True
1368,Montastraea annularis,https://coralnet.ucsd.edu/label/1180/,Hard coral,49,MA,True,Duplicate of Orbicella annularis,False,False
1369,Montastraea cavernosa,https://coralnet.ucsd.edu/label/110/,Hard coral,81,MontaCav,False,,True,True
1370,Montastraea cavernosa - Bleached,https://coralnet.ucsd.edu/label/6675/,Hard coral,38,CB-MCAV,False,,False,False
1371,Montastraea cavernosa - Dead,https://coralnet.ucsd.edu/label/6717/,Hard coral,34,CD-MCAV,False,,False,False
1372,Montastraea cavernosa -Intermediate bleaching,https://coralnet.ucsd.edu/label/6655/,Hard coral,0,CI-MCAV,False,,False,False
1373,Montastraea curta,https://coralnet.ucsd.edu/label/7301/,Hard coral,7,M. curta,False,,False,False
1374,Montastraea (encrusting),https://coralnet.ucsd.edu/label/2328/,Hard coral,50,Monta_encr,False,,True,False
1375,Montastraea faveolata,https://coralnet.ucsd.edu/label/1181/,Hard coral,47,MF,True,Duplicate of Orbicella faveolata,False,False
1376,Montastraea franksi,https://coralnet.ucsd.edu/label/1184/,Hard coral,40,MOFR,True,Duplicate of Orbicella franksi,False,False
1377,Montastraea Sub-Massive,https://coralnet.ucsd.edu/label/2327/,Hard coral,49,MonSM,False,,False,False
1378,Montastrea annularis,https://coralnet.ucsd.edu/label/5810/,Hard coral,29,Moann,False,,False,False
1379,Montastrea cavernosa,https://coralnet.ucsd.edu/label/6042/,Hard coral,58,MoCav,False,,False,False
1380,Montastrea curta,https://coralnet.ucsd.edu/label/1955/,Hard coral,49,Mon_cur,True,Duplicate of Astrea curta,False,False
1381,Montastrea franksi,https://coralnet.ucsd.edu/label/112/,Hard coral,52,MFRA,True,Duplicate of Orbicella franksi,False,False
1382,Montastrea spp.,https://coralnet.ucsd.edu/label/1956/,Hard coral,55,Mont_spp,True,Duplicate of Montastraea,False,False
1383,Montipora,https://coralnet.ucsd.edu/label/70/,Hard coral,84,Monti,False,,True,True
1384,Montipora aequituberculata,https://coralnet.ucsd.edu/label/1548/,Hard coral,61,MoAeq,False,,False,False
1385,Montipora altaspeta,https://coralnet.ucsd.edu/label/6331/,Hard coral,18,altaspeta,False,,False,False
1386,Montipora angulata,https://coralnet.ucsd.edu/label/6332/,Hard coral,18,angulata,False,,False,False
1387,Montipora australiensis,https://coralnet.ucsd.edu/label/6340/,Hard coral,18,australien,False,,False,False
1388,Montipora bilaminata,https://coralnet.ucsd.edu/label/6341/,Hard coral,18,bilaminata,False,,False,False
1389,Montipora (branching),https://coralnet.ucsd.edu/label/620/,Hard coral,67,Monti_br,False,,True,True
1390,Montipora_branching_closed,https://coralnet.ucsd.edu/label/6964/,Hard coral,0,Mon_b_c,False,,False,False
1391,Montipora_branching_open,https://coralnet.ucsd.edu/label/6965/,Hard coral,0,Mon_b_o,False,,False,False
1392,Montipora cactus,https://coralnet.ucsd.edu/label/4490/,Hard coral,49,MONca,False,,False,False
1393,Montipora caliculata,https://coralnet.ucsd.edu/label/6357/,Hard coral,18,caliculata,False,,False,False
1394,Montipora capitata,https://coralnet.ucsd.edu/label/438/,Hard coral,82,MontiCap,False,,True,False
1395,Montipora capitata algal overgrowth,https://coralnet.ucsd.edu/label/2182/,Hard coral,54,Moncap AO,False,,False,False
1396,Montipora capitata bleached,https://coralnet.ucsd.edu/label/2185/,Hard coral,76,Moncap BL,False,,False,False
1397,Montipora capitata morpho 1,https://coralnet.ucsd.edu/label/2580/,Hard coral,51,MON_Cap_pl,False,,False,False
1398,Montipora capitata morpho 2,https://coralnet.ucsd.edu/label/2581/,Hard coral,54,MON_Cap_br,False,,False,False
1399,Montipora capitata paled,https://coralnet.ucsd.edu/label/2793/,Hard coral,54,MCAP Pale,False,,False,False
1400,Montipora capitata tissue loss,https://coralnet.ucsd.edu/label/2184/,Hard coral,58,Moncap TL,False,,False,False
1401,Montipora capitata trematodiasis,https://coralnet.ucsd.edu/label/2183/,Hard coral,0,Moncap TR,False,,False,False
1402,Montipora capricornis,https://coralnet.ucsd.edu/label/5566/,Hard coral,26,Mont caprc,False,,False,False
1403,Montipora carinata,https://coralnet.ucsd.edu/label/6333/,Hard coral,18,carinata,False,,False,False
1404,Montipora cebuensis,https://coralnet.ucsd.edu/label/6351/,Hard coral,18,cebuensis,False,,False,False
1405,Montipora confusa,https://coralnet.ucsd.edu/label/6355/,Hard coral,18,confusa,False,,False,False
1406,Montipora corbettensis,https://coralnet.ucsd.edu/label/6342/,Hard coral,18,corbettens,False,,False,False
1407,Montipora crassituberculata,https://coralnet.ucsd.edu/label/6343/,Hard coral,18,crassitube,False,,False,False
1408,Montipora danae,https://coralnet.ucsd.edu/label/2436/,Hard coral,54,MontiDan,False,,True,False
1409,Montipora delicatula,https://coralnet.ucsd.edu/label/6349/,Hard coral,18,delicatula,False,,False,False
1410,Montipora digitata,https://coralnet.ucsd.edu/label/4743/,Hard coral,40,Mondig,False,,False,False
1411,Montipora_digitate,https://coralnet.ucsd.edu/label/6966/,Hard coral,0,Mon_di,False,,False,False
1412,Montipora(disc+column),https://coralnet.ucsd.edu/label/5959/,Hard coral,24,Mon_dc,False,,False,False
1413,Montipora efflorescens,https://coralnet.ucsd.edu/label/3966/,Hard coral,53,Mon_eff,False,,False,False
1414,Montipora effusa,https://coralnet.ucsd.edu/label/6344/,Hard coral,18,effusa,False,,False,False
1415,Montipora (encrusting),https://coralnet.ucsd.edu/label/621/,Hard coral,75,Monti_encr,False,,True,True
1416,Montipora_encrusting,https://coralnet.ucsd.edu/label/4928/,Hard coral,54,monenc,False,,False,False
1417,Montipora Encrusting Bleached,https://coralnet.ucsd.edu/label/5871/,Hard coral,51,MEB,False,,False,False
1418,Montipora Encrusting Dead,https://coralnet.ucsd.edu/label/5876/,Hard coral,47,MEDD,False,,False,False
1419,Montipora Encrusting Healthy,https://coralnet.ucsd.edu/label/5869/,Hard coral,61,MEH,False,,False,False
1420,Montipora_encrusting_long_uprights,https://coralnet.ucsd.edu/label/6967/,Hard coral,17,Mon_en_lo_,False,,False,False
1421,Montipora Encrusting/Massive tuberculae,https://coralnet.ucsd.edu/label/616/,Hard coral,32,Monttub,False,,False,False
1422,Montipora Encrusting Paling,https://coralnet.ucsd.edu/label/5870/,Hard coral,50,MEP,False,,False,False
1423,Montipora flabellata,https://coralnet.ucsd.edu/label/439/,Hard coral,73,MontiFlab,False,,True,False
1424,Montipora flabellata algal overgrowth,https://coralnet.ucsd.edu/label/2189/,Hard coral,37,Monfla AO,False,,False,False
1425,Montipora flabellata tissue loss,https://coralnet.ucsd.edu/label/2187/,Hard coral,0,Monfla TL,False,,False,False
1426,Montipora flabellata trematodiasis,https://coralnet.ucsd.edu/label/2188/,Hard coral,0,Monfla TR,False,,False,False
1427,Montipora floweri,https://coralnet.ucsd.edu/label/6345/,Hard coral,18,floweri,False,,False,False
1428,Montipora foliosa,https://coralnet.ucsd.edu/label/5565/,Hard coral,26,Monti fol,False,,False,False
1429,Montipora (foliose),https://coralnet.ucsd.edu/label/2064/,Hard coral,74,Monti_fol,False,,True,True
1430,Montipora_foliose,https://coralnet.ucsd.edu/label/5068/,Hard coral,56,monfol,False,,False,False
1431,Montipora foveolata,https://coralnet.ucsd.edu/label/3875/,Hard coral,53,MonFov,False,,False,False
1432,Montipora friabilis,https://coralnet.ucsd.edu/label/6346/,Hard coral,18,friabilis,False,,False,False
1433,Montipora funnel corallites,https://coralnet.ucsd.edu/label/618/,Hard coral,0,Montfun,False,,False,False
1434,Montipora gaimardi,https://coralnet.ucsd.edu/label/6334/,Hard coral,18,gaimardi,False,,False,False
1435,Montipora grisea,https://coralnet.ucsd.edu/label/4491/,Hard coral,45,MONgr,False,,False,False
1436,Montipora hispida,https://coralnet.ucsd.edu/label/6337/,Hard coral,18,hispida,False,,False,False
1437,Montipora hodgsoni,https://coralnet.ucsd.edu/label/6350/,Hard coral,18,hodgsoni,False,,False,False
1438,Montipora hoffmeisteri,https://coralnet.ucsd.edu/label/3967/,Hard coral,37,Mon_hof,False,,False,False
1439,Montipora incrassata,https://coralnet.ucsd.edu/label/2582/,Hard coral,36,MON_Inc,False,,False,False
1440,Montipora informis,https://coralnet.ucsd.edu/label/1549/,Hard coral,61,MoInfo,False,,False,False
1441,Montipora_laminar,https://coralnet.ucsd.edu/label/6968/,Hard coral,46,Mon_la,False,,False,False
1442,Montipora Laminar without Ridges,https://coralnet.ucsd.edu/label/615/,Hard coral,47,MontLam,False,,False,False
1443,Montipora Laminar with Ridges,https://coralnet.ucsd.edu/label/614/,Hard coral,46,MontLamR,False,,False,False
1444,Montipora mactanensis,https://coralnet.ucsd.edu/label/6352/,Hard coral,18,mactanensi,False,,False,False
1445,Montipora malampaya,https://coralnet.ucsd.edu/label/6335/,Hard coral,18,malampaya,False,,False,False
1446,Montipora marshallensis,https://coralnet.ucsd.edu/label/6347/,Hard coral,18,marshallen,False,,False,False
1447,Montipora_massive,https://coralnet.ucsd.edu/label/5069/,Hard coral,56,monmas,False,,False,False
1448,Montipora meandrina,https://coralnet.ucsd.edu/label/3965/,Hard coral,35,Mon_mea,False,,False,False
1449,Montipora millepora,https://coralnet.ucsd.edu/label/3907/,Hard coral,50,MonMil,False,,False,False
1450,Montipora mollis,https://coralnet.ucsd.edu/label/4492/,Hard coral,52,MONml,False,,False,False
1451,Montipora monasteriata,https://coralnet.ucsd.edu/label/4499/,Hard coral,55,MONmo,False,,False,False
1452,Montipora Mounding,https://coralnet.ucsd.edu/label/4988/,Hard coral,52,Mont Mound,False,,False,False
1453,Montipora nodosa,https://coralnet.ucsd.edu/label/6360/,Hard coral,18,nodosa,False,,False,False
1454,Montipora Nonencrusting,https://coralnet.ucsd.edu/label/787/,Hard coral,0,MONE,False,,False,False
1455,Montipora palawanensis,https://coralnet.ucsd.edu/label/6353/,Hard coral,18,palawanens,False,,False,False
1456,Montipora patula,https://coralnet.ucsd.edu/label/440/,Hard coral,79,MontiPat,False,,True,False
1457,Montipora patula algal overgrowth,https://coralnet.ucsd.edu/label/2190/,Hard coral,0,Monpat AO,False,,False,False
1458,Montipora patula bleached,https://coralnet.ucsd.edu/label/2193/,Hard coral,71,Monpat BL,False,,False,False
1459,Montipora patula tissue loss,https://coralnet.ucsd.edu/label/2192/,Hard coral,36,Monpat TL,False,,False,False
1460,Montipora patula trematodiasis,https://coralnet.ucsd.edu/label/2191/,Hard coral,0,Monpat TR,False,,False,False
1461,Montipora patula with star predation,https://coralnet.ucsd.edu/label/7201/,Hard coral,0,MPAT_STAR,False,,False,False
1462,Montipora peltiformis,https://coralnet.ucsd.edu/label/6361/,Hard coral,18,peltiformi,False,,False,False
1463,Montipora Plating,https://coralnet.ucsd.edu/label/3291/,Hard coral,67,MonPla,False,,False,False
1464,Montipora Plating Bleached,https://coralnet.ucsd.edu/label/5874/,Hard coral,42,MPB,False,,False,False
1465,Montipora Plating Dead,https://coralnet.ucsd.edu/label/5875/,Hard coral,41,MPD,False,,False,False
1466,Montipora Plating Healthy,https://coralnet.ucsd.edu/label/5872/,Hard coral,58,MPH,False,,False,False
1467,Montipora Plating Paling,https://coralnet.ucsd.edu/label/5873/,Hard coral,48,MPP,False,,False,False
1468,Montipora porites,https://coralnet.ucsd.edu/label/6338/,Hard coral,18,Mon.p,False,,False,False
1469,Montipora samarensis,https://coralnet.ucsd.edu/label/6336/,Hard coral,18,samarensis,False,,False,False
1470,Montipora setosa,https://coralnet.ucsd.edu/label/6339/,Hard coral,18,setosa,False,,False,False
1471,Montipora small corallites,https://coralnet.ucsd.edu/label/617/,Hard coral,9,Montsm,False,,False,False
1472,Montipora spongiosa,https://coralnet.ucsd.edu/label/1550/,Hard coral,52,MontiSpon,False,,True,False
1473,Montipora spongodes,https://coralnet.ucsd.edu/label/6362/,Hard coral,18,spongodes,False,,False,False
1474,Montipora spp.,https://coralnet.ucsd.edu/label/1944/,Hard coral,54,Mon_spp,True,Duplicate of Montipora,False,False
1475,Montipora spp._bleached,https://coralnet.ucsd.edu/label/5440/,Hard coral,55,MOSP_BL,False,,False,False
1476,Montipora spumosa,https://coralnet.ucsd.edu/label/6358/,Hard coral,18,spumosa,False,,False,False
1477,Montipora stellata,https://coralnet.ucsd.edu/label/154/,Hard coral,50,MontiStel,False,,True,False
1478,Montipora studeri,https://coralnet.ucsd.edu/label/1864/,Hard coral,52,M.studeri,False,,False,False
1479,Montipora submassive,https://coralnet.ucsd.edu/label/2063/,Hard coral,44,Monti_subm,False,,False,False
1480,Montipora Sub-Massive,https://coralnet.ucsd.edu/label/2329/,Hard coral,60,MontSubM,False,,False,False
1481,Montipora Tabulate,https://coralnet.ucsd.edu/label/2335/,Hard coral,31,MontTbl,False,,False,False
1482,Montipora taiwanensis,https://coralnet.ucsd.edu/label/6359/,Hard coral,18,taiwanensi,False,,False,False
1483,Montipora tuberculosa,https://coralnet.ucsd.edu/label/6363/,Hard coral,26,tuberculos,False,,False,False
1484,Montipora turgescens,https://coralnet.ucsd.edu/label/3358/,Hard coral,59,Mon_tur,False,,False,False
1485,Montipora turtlensis,https://coralnet.ucsd.edu/label/6348/,Hard coral,18,turtlensis,False,,False,False
1486,Montipora undata,https://coralnet.ucsd.edu/label/4493/,Hard coral,50,MONun,False,,False,False
1487,Montipora venosa,https://coralnet.ucsd.edu/label/3906/,Hard coral,31,MonVen,False,,False,False
1488,Montipora verrucosa,https://coralnet.ucsd.edu/label/4494/,Hard coral,59,MONve,False,,False,False
1489,Montipora verruculosus,https://coralnet.ucsd.edu/label/6354/,Hard coral,18,verruculos,False,,False,False
1490,Montipora vietnamensis,https://coralnet.ucsd.edu/label/6356/,Hard coral,18,vietnamens,False,,False,False
1491,Montipora with verrucae,https://coralnet.ucsd.edu/label/619/,Hard coral,0,Montver,False,,False,False
1492,Montipota other,https://coralnet.ucsd.edu/label/2583/,Hard coral,0,MON_OTH,False,,False,False
1493,Moseleya,https://coralnet.ucsd.edu/label/2091/,Hard coral,46,Mos,False,,False,False
1494,Moseleya latistellata,https://coralnet.ucsd.edu/label/5570/,Hard coral,0,Mose latis,False,,False,False
1495,Mr Webb,https://coralnet.ucsd.edu/label/3393/,Hard coral,0,Webb,False,,False,False
1496,Mushroom coral-Healthy,https://coralnet.ucsd.edu/label/2408/,Hard coral,0,MushHealth,False,,False,False
1497,Mussa angulosa,https://coralnet.ucsd.edu/label/1365/,Hard coral,61,MUSANG,False,,False,True
1498,Mussidae,https://coralnet.ucsd.edu/label/984/,Hard coral,52,Muss,False,,False,False
1499,Mussismilia 2,https://coralnet.ucsd.edu/label/7073/,Hard coral,0,MSP2,False,,False,False
1500,Mussismilia braziliensis,https://coralnet.ucsd.edu/label/3238/,Hard coral,75,MuBr,False,,False,False
1501,Mussismilia harttii,https://coralnet.ucsd.edu/label/3240/,Hard coral,72,MuHa,False,,False,False
1502,Mussismilia hispida,https://coralnet.ucsd.edu/label/3239/,Hard coral,72,MuHi,False,,False,False
1503,Mussismilia leptophylla,https://coralnet.ucsd.edu/label/3581/,Hard coral,55,MULE,False,,False,False
1504,Mussismilia spp,https://coralnet.ucsd.edu/label/6057/,Hard coral,0,MSPP,False,,False,False
1505,Mycedium,https://coralnet.ucsd.edu/label/194/,Hard coral,77,Myc,False,,False,False
1506,Mycedium elephantotus,https://coralnet.ucsd.edu/label/5569/,Hard coral,26,Mycd eleph,False,,False,False
1507,Mycedium_encrusting,https://coralnet.ucsd.edu/label/5071/,Hard coral,36,mycenc,False,,False,False
1508,Mycedium_foliose,https://coralnet.ucsd.edu/label/5072/,Hard coral,29,mycfol,False,,False,False
1509,Mycedium_laminar,https://coralnet.ucsd.edu/label/6969/,Hard coral,0,Myce_la,False,,False,False
1510,Mycedium mancaoi,https://coralnet.ucsd.edu/label/6539/,Hard coral,18,Mycmancaoi,False,,False,False
1511,Mycedium plating,https://coralnet.ucsd.edu/label/2883/,Hard coral,38,MYC-PLA,False,,False,False
1512,Mycedium robokaki,https://coralnet.ucsd.edu/label/6540/,Hard coral,18,Mycrobokak,False,,False,False
1513,Mycetophyllia,https://coralnet.ucsd.edu/label/390/,Hard coral,66,Mycetophy,False,,True,True
1514,Mycetophyllia aliciae,https://coralnet.ucsd.edu/label/1366/,Hard coral,58,MycetAli,False,,True,True
1515,Mycetophyllia aliciae - Bleached,https://coralnet.ucsd.edu/label/6673/,Hard coral,0,CB-MALI,False,,False,False
1516,Mycetophyllia aliciae - Dead,https://coralnet.ucsd.edu/label/6715/,Hard coral,0,CD-MALI,False,,False,False
1517,Mycetophyllia aliciae- Intermediate bleaching,https://coralnet.ucsd.edu/label/6653/,Hard coral,0,CI-MALI,False,,False,False
1518,Mycetophyllia danaana,https://coralnet.ucsd.edu/label/1785/,Hard coral,51,MycetDan,False,,True,True
1519,Mycetophyllia ferox,https://coralnet.ucsd.edu/label/1367/,Hard coral,58,MycetFer,False,,True,True
1520,Mycetophyllia lamarckana,https://coralnet.ucsd.edu/label/1786/,Hard coral,57,MycetLam,False,,True,True
1521,Napopora,https://coralnet.ucsd.edu/label/7188/,Hard coral,21,Napop,False,,False,False
1522,Nemenzophyllia turbida,https://coralnet.ucsd.edu/label/7254/,Hard coral,0,NEMTUR,False,,False,False
1523,No Bleaching,https://coralnet.ucsd.edu/label/4551/,Hard coral,0,NBle,False,,False,False
1524,No bleaching branching,https://coralnet.ucsd.edu/label/4557/,Hard coral,50,NBlB,False,,False,False
1525,No bleaching Encrusting,https://coralnet.ucsd.edu/label/4560/,Hard coral,46,NBE,False,,False,False
1526,No bleaching Massive,https://coralnet.ucsd.edu/label/4554/,Hard coral,46,NBlM,False,,False,False
1527,No Bleaching Other Corals,https://coralnet.ucsd.edu/label/4563/,Hard coral,39,NBlOC,False,,False,False
1528,No dead coral,https://coralnet.ucsd.edu/label/2066/,Hard coral,0,no_dead,False,,False,False
1529,No Disease,https://coralnet.ucsd.edu/label/4735/,Hard coral,42,NODZ,False,,False,False
1530,No live coral,https://coralnet.ucsd.edu/label/2065/,Hard coral,35,no_live,False,,False,False
1531,Non-Acropora branching,https://coralnet.ucsd.edu/label/628/,Hard coral,75,NonAcBr,False,,False,False
1532,Non-Acropora (Digitate),https://coralnet.ucsd.edu/label/4122/,Hard coral,53,NonAcDig,False,,False,False
1533,Non-Acropora encrusting,https://coralnet.ucsd.edu/label/629/,Hard coral,71,NonAcEnc,False,,False,False
1534,Non-Acropora foliose,https://coralnet.ucsd.edu/label/630/,Hard coral,71,NonAcF,False,,False,False
1535,Non-Acropora massive,https://coralnet.ucsd.edu/label/631/,Hard coral,74,NonAcM,False,,False,False
1536,Non-Acropora submassive,https://coralnet.ucsd.edu/label/632/,Hard coral,66,NonAcSub,False,,False,False
1537,Non-Acropora Tabulate,https://coralnet.ucsd.edu/label/5761/,Hard coral,32,NACT,False,,False,False
1538,"Non hermatypic: Free living (Fungia, etc)",https://coralnet.ucsd.edu/label/1429/,Hard coral,72,NON_FREE,True,Duplicate of Hard Coral (free-living),False,False
1539,Non Hermatypic Heliopora,https://coralnet.ucsd.edu/label/1754/,Hard coral,59,NON_HEL,True,Duplicate of Heliopora,False,False
1540,Non Hermatypic: Millepora,https://coralnet.ucsd.edu/label/1655/,Hard coral,74,NON_MIL,True,Duplicate of Millepora,False,False
1541,Non hermatypic: Millepora (Fire coral),https://coralnet.ucsd.edu/label/1430/,Hard coral,68,NN_MIL,True,Duplicate of Millepora,False,False
1542,Non-Scleractinian Hard Corals,https://coralnet.ucsd.edu/label/790/,Hard coral,27,NS,False,,False,False
1543,Norfolk Nov 2020,https://coralnet.ucsd.edu/label/5402/,Hard coral,0,DisAcro,False,,False,False
1544,O2_HardCoral,https://coralnet.ucsd.edu/label/4824/,Hard coral,0,O2HC,False,,False,False
1545,Ocomplex,https://coralnet.ucsd.edu/label/392/,Hard coral,67,OCOM,True,Duplicate of Orbicella,False,False
1546,Ocomplex bleached,https://coralnet.ucsd.edu/label/457/,Hard coral,60,OCOM-BL,False,,False,False
1547,Oculina,https://coralnet.ucsd.edu/label/473/,Hard coral,72,Oculina,False,,True,True
1548,Oculina arbuscula,https://coralnet.ucsd.edu/label/2129/,Hard coral,54,OcuArb,False,,True,False
1549,Oculina diffusa,https://coralnet.ucsd.edu/label/1787/,Hard coral,41,OCD,False,,False,True
1550,Oculina patagonica,https://coralnet.ucsd.edu/label/1250/,Hard coral,52,OcuPat,False,,True,False
1551,Oculina robusta,https://coralnet.ucsd.edu/label/4541/,Hard coral,15,Orob,False,,False,False
1552,Odiffusa,https://coralnet.ucsd.edu/label/391/,Hard coral,47,ODIF,False,,False,False
1553,Old dead Acropora (branching),https://coralnet.ucsd.edu/label/4591/,Hard coral,0,OD_openacr,False,,False,False
1554,Old dead closed Acropora,https://coralnet.ucsd.edu/label/4592/,Hard coral,0,OD_clacro,False,,False,False
1555,Old dead coral (encrusting),https://coralnet.ucsd.edu/label/4599/,Hard coral,36,ODencr,False,,False,False
1556,Old dead tabular Acropora,https://coralnet.ucsd.edu/label/4594/,Hard coral,0,OD_tabacr,False,,False,False
1557,Orange encrusting bryozoan 3,https://coralnet.ucsd.edu/label/3163/,Hard coral,58,BROR3,False,,False,False
1558,Orbicella,https://coralnet.ucsd.edu/label/2659/,Hard coral,73,Orbicella,False,,True,True
1559,Orbicella annularis,https://coralnet.ucsd.edu/label/1368/,Hard coral,78,OrbAnn,False,,True,True
1560,Orbicella annularis - Dead,https://coralnet.ucsd.edu/label/7296/,Hard coral,0,OANND,False,,False,False
1561,Orbicella faveolata,https://coralnet.ucsd.edu/label/1369/,Hard coral,78,OrbFav,False,,True,True
1562,Orbicella faveolata - Dead,https://coralnet.ucsd.edu/label/7295/,Hard coral,0,OFAVD,False,,False,False
1563,Orbicella franksi,https://coralnet.ucsd.edu/label/1370/,Hard coral,77,OrbFrank,False,,True,True
1564,Orbicella sp. - Dead,https://coralnet.ucsd.edu/label/6755/,Hard coral,25,CD-ORB,False,,False,False
1565,Orbicella spp.,https://coralnet.ucsd.edu/label/6643/,Hard coral,35,CL-ORB,False,,False,False
1566,Orbicella spp. - Bleached,https://coralnet.ucsd.edu/label/6678/,Hard coral,9,CB-ORB,False,,False,False
1567,Orbicella spp. - Intermediately bleached,https://coralnet.ucsd.edu/label/6657/,Hard coral,0,CI-ORB,False,,False,False
1568,Other Branch Bleached,https://coralnet.ucsd.edu/label/5887/,Hard coral,49,OBBB,False,,False,False
1569,Other Branch Dead,https://coralnet.ucsd.edu/label/5888/,Hard coral,49,OBD,False,,False,False
1570,Other Branch Healthy,https://coralnet.ucsd.edu/label/5885/,Hard coral,56,OBH,False,,False,False
1571,Other Branch Paling,https://coralnet.ucsd.edu/label/5886/,Hard coral,53,OBP,False,,False,False
1572,Other coral or algae,https://coralnet.ucsd.edu/label/3634/,Hard coral,44,OthCor,False,,False,False
1573,Other hard coral,https://coralnet.ucsd.edu/label/175/,Hard coral,79,OTH-HC,False,,False,False
1574,Other Hard Coral Bleached (white),https://coralnet.ucsd.edu/label/2601/,Hard coral,65,OTH-HC-B*,False,,False,False
1575,Other scleractinians,https://coralnet.ucsd.edu/label/100/,Hard coral,70,HC_other,False,,False,False
1576,Oulastrea,https://coralnet.ucsd.edu/label/5380/,Hard coral,46,ous,False,,False,False
1577,Oulastrea crispata,https://coralnet.ucsd.edu/label/6436/,Hard coral,18,Oulcrispat,False,,False,False
1578,Oulastrea_ encrusting,https://coralnet.ucsd.edu/label/5372/,Hard coral,37,oustenc,False,,False,False
1579,Oulophyllia,https://coralnet.ucsd.edu/label/3461/,Hard coral,66,Ouloph,False,,True,True
1580,Oulophyllia bennettae,https://coralnet.ucsd.edu/label/6541/,Hard coral,18,Oulbennett,False,,False,False
1581,Oulophyllia crispa,https://coralnet.ucsd.edu/label/1957/,Hard coral,36,Oul_cri,False,,False,False
1582,Oulophyllia_encrusting,https://coralnet.ucsd.edu/label/5073/,Hard coral,38,oulenc,False,,False,False
1583,Oulophyllia levis,https://coralnet.ucsd.edu/label/6542/,Hard coral,18,Oullevis,False,,False,False
1584,Oulophyllia_massive,https://coralnet.ucsd.edu/label/5074/,Hard coral,29,oulmas,False,,False,False
